"Link Title","Message","Time Posted (PST)","# Likes","# Shares","Has Question?","Update Type","Link URL","Post URL"
"Buckets of KFC smuggled under border","See why deliveries of KFC have been moving through a tunnel beneath the Gaza-Egypt border: http://on.cnn.com/11KFmbr","2013-05-17 15:00:00",567,171,"No","link","http://on.cnn.com/11KFmbr","http://www.facebook.com/5550296508/posts/10151652987686509"
"[Photo]","This day in 1875, the first Kentucky Derby took place at Churchill Downs. This year, racehorse Orb won the 139th running of the race on May 4, and is gearing up for Saturday's Preakness. What do you think of Orb’s Triple Crown chances? http://on.cnn.com/11KFPuh","2013-05-17 14:00:01",657,76,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151653017381509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151653286256509"
" NRA targets gun control lawmaker","For the first time in almost two decades, the National Rifle Association is attempting to coordinate the recall of a top state legislator for having successfully passed further gun restrictions in his state: http://on.cnn.com/11KTjpK","2013-05-17 13:30:00",312,48,"No","link","http://on.cnn.com/11KTjpK","http://www.facebook.com/5550296508/posts/10151653168691509"
"'Lose weight or die' prompts 130-lb loss","After his surgery, Dale Benzine's life changed drastically. It wasn't easy, he says, but it was definitely worth it. See his impressive transformation: http://on.cnn.com/11KE3ZY","2013-05-17 12:59:11",209,25,"No","link","http://on.cnn.com/11KE3ZY","http://www.facebook.com/5550296508/posts/10151653193476509"
"[Photo]","CNN commenters are remembering NASCAR legend Dick Trickle as the kind of guy who would pitch horse shoes and have a couple of beers with fans when he was at the track. Sadly, the 71-year-old died Thursday of an apparent self-inflicted gunshot wound. Did you ever meet Dick Trickle or have fond memories of his racing days? http://on.cnn.com/107x3QE","2013-05-17 12:00:02",339,36,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151652940266509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151653085151509"
"""I was tricked, took abortion pill""","A Florida man has been arrested for allegedly tricking his girlfriend into taking pills that can cause abortions. Learn more about the story and what he could face if convicted: http://on.cnn.com/11KzwqF","2013-05-17 11:30:01",428,102,"No","video","http://on.cnn.com/11KzwqF","http://www.facebook.com/5550296508/posts/10151652925301509"
"World's 10 weirdest medical museums","With its vast array of freaky specimens and display of strange curiosities, see the 10 weirdest medical museums and what they have to offer. Would you want to visit any of them? http://on.cnn.com/107qWvG","2013-05-17 11:00:01",277,93,"Yes","link","http://on.cnn.com/107qWvG","http://www.facebook.com/5550296508/posts/10151652890296509"
"Yuck! What's in your pool water","There may be no way to completely sanitize a pool, but the latest analysis from the Centers for Disease Control of what could be lurking in the water might be enough to make you think twice before jumping in: http://on.cnn.com/11KtK8j","2013-05-17 10:30:00",406,285,"No","link","http://on.cnn.com/11KtK8j","http://www.facebook.com/5550296508/posts/10151652852941509"
"Cigarette smuggling tied to terrorism?","See how a cigarette smuggling scheme that cost New York up to $80 million in sales tax revenue may have raised funds for militant groups: http://on.cnn.com/11KqppT","2013-05-17 10:00:00",165,24,"No","link","http://on.cnn.com/11KqppT","http://www.facebook.com/5550296508/posts/10151652867881509"
"How a pretzel bag led to his capture","In a fast-moving child abuse investigation that started two weeks ago, U.S. officials this week arrested a suspect and are now trying to determine whether there are additional child victims: http://on.cnn.com/11KoqSl","2013-05-17 09:30:00",318,57,"No","link","http://on.cnn.com/11KoqSl","http://www.facebook.com/5550296508/posts/10151652803111509"
"[Photo]","Three years ago, Roger Hayhurst was a 19-year-old who took on a superhero identity to discourage wrongdoing in his crime-ridden neighborhood. Since then, he has met a girl, gotten engaged and hung up his cape. Photographer Jacob Russell got to know Hayhurst in and out of costume: http://on.cnn.com/11Kijxm","2013-05-17 08:30:02",1736,263,"No","photo","http://www.facebook.com/photo.php?fbid=10151652734466509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151652756776509"
"IRS commissioner: I did not mislead","Steven Miller told a skeptical Congress today that the IRS didn't target conservatives deliberately. He apologized for ""horrible customer service"" but said it was ""not an act of partisanship."" http://on.cnn.com/107bZJV","2013-05-17 08:00:19",259,29,"No","link","http://on.cnn.com/107bZJV","http://www.facebook.com/5550296508/posts/10151652683976509"
"Texas blast may not have been an accident","State Fire Marshal Chris Connealy said investigators were unable to rule out three possible causes: http://on.cnn.com/11JRCch","2013-05-17 07:31:01",198,50,"No","link","http://on.cnn.com/11JRCch","http://www.facebook.com/5550296508/posts/10151652391501509"
"[Photo]","The volcano's rumblings have already emitted a ""continuous ash, steam and gas cloud"" that extends up to 60 miles away: http://on.cnn.com/11JRjhx","2013-05-17 07:00:01",1893,547,"No","photo","http://www.facebook.com/photo.php?fbid=10151652387041509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151652537471509"
"Pizza with a side of cocaine?","A pizza deliveryman is accused of selling more than $45,000 in cocaine, hidden among pizza boxes, to undercover agents: http://on.cnn.com/106FZWs","2013-05-17 06:30:00",565,159,"No","link","http://on.cnn.com/106FZWs","http://www.facebook.com/5550296508/posts/10151652340256509"
"Internet celebrity arrested in murder case","A homeless hitchhiker who found Internet fame by acting as a Good Samaritan with a hatchet has been arrested in connection with a murder: http://on.cnn.com/106FfjW","2013-05-17 06:00:00",378,210,"No","link","http://on.cnn.com/106FfjW","http://www.facebook.com/5550296508/posts/10151652333566509"
"[Photo]","NASCAR legend Richard ""Dick"" Trickle placed a call to emergency services to tell them there would be a dead body and it would be his, the sheriff's office said. http://on.cnn.com/106EQhz","2013-05-17 05:30:01",670,324,"No","photo","http://www.facebook.com/photo.php?fbid=10151652326351509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151652411296509"
"7 still missing from deadly Texas tornadoes","The search continues for the missing in a North Texas community: http://on.cnn.com/11JJdW4","2013-05-17 05:00:01",199,28,"No","link","http://on.cnn.com/11JJdW4","http://www.facebook.com/5550296508/posts/10151652317396509"
"Customer beaten for $20","A customer was beaten for $20 as people stood by watching. What would you have done? http://on.cnn.com/YZuo07","2013-05-16 22:00:01",366,93,"Yes","video","http://on.cnn.com/YZuo07","http://www.facebook.com/5550296508/posts/10151651150816509"
"Who should parents not friend on Facebook?","See who made the list and tell us who you’d add. http://on.cnn.com/YZs6hk","2013-05-16 21:00:01",209,45,"No","link","http://on.cnn.com/YZs6hk","http://www.facebook.com/5550296508/posts/10151651118936509"
"Beckham: I want to go out on top ","David Beckham talks about his decision to retire: http://on.cnn.com/YZu01G","2013-05-16 20:30:00",1089,50,"No","video","http://on.cnn.com/YZu01G","http://www.facebook.com/5550296508/posts/10151651143781509"
"Powerball jackpot 3rd largest in history","See how much is at stake. Will you be buying a lotto ticket? http://on.cnn.com/YZrVCM","2013-05-16 20:00:00",780,113,"Yes","link","http://on.cnn.com/YZrVCM","http://www.facebook.com/5550296508/posts/10151651116926509"
"Robotic bartender, we’d like a drink","A team at MIT has built a robotic bartender that takes crowd-sourced orders via smartphones. What do you think of this technology? http://on.cnn.com/12EMgKK","2013-05-16 19:30:02",949,125,"Yes","link","http://on.cnn.com/12EMgKK","http://www.facebook.com/5550296508/posts/10151651153726509"
"Google Maps to get big, personal redesign","Google Maps is getting a redesign. Which upgrades are you most looking forward to? http://on.cnn.com/12EI3XC","2013-05-16 19:00:01",241,36,"Yes","link","http://on.cnn.com/12EI3XC","http://www.facebook.com/5550296508/posts/10151651074461509"
" 'My mom needs you,' daughter pleads","Nalini Ambady has leukemia and needs to find a matching bone marrow donor as soon as possible. But donors of South Asian descent are in short supply. Her daughter Maya shares the difficulty they’ve faced in trying to find a suitable donor, but is not giving up hope: http://on.cnn.com/12EHFrV","2013-05-16 18:00:00",266,77,"No","link","http://on.cnn.com/12EHFrV","http://www.facebook.com/5550296508/posts/10151651070366509"
"Used bikes change kids' lives","A bicycle goes a long way for a kid who has no other means of transportation. See the inspiring program that has helped hundreds of inner-city youth with the tools to fix and build bikes on their own: http://on.cnn.com/12EH0H5","2013-05-16 17:30:01",595,37,"No","link","http://on.cnn.com/12EH0H5","http://www.facebook.com/5550296508/posts/10151651061661509"
"Amanpour to girls of the world: It’s time to power the globe","“Almost 800 million people worldwide are illiterate; two-thirds of them are women and girls,” writes Christiane Amanpour. See why she believes education = empowerment in her open letter to girls of the world. http://on.cnn.com/YZrIzE  CNN is taking a look at the power of education and the extraordinary girls overcoming barriers to achieve it. For more, visit CNN.com/GirlRising.","2013-05-16 17:00:00",742,110,"No","link","http://on.cnn.com/YZrIzE","http://www.facebook.com/5550296508/posts/10151651114386509"
"[Photo]","What are your favorite Oscar-winning films? On this day in 1929, the first Academy Awards was held and the silent film “Wings” took home best picture. To celebrate the anniversary of the Awards, here’s a look back at some of the best moments from this year’s Oscars: http://on.cnn.com/12EFe8Q    Photo: Joseph Gordon-Levitt and Daniel Radcliffe, join Seth MacFarlane onstage for a rendition of ""High Hopes.""","2013-05-16 16:00:02",401,29,"Yes","photo","http://www.facebook.com/photo.php?fbid=10151651178391509&set=a.369810096508.159795.5550296508&type=1&relevant_count=1","http://www.facebook.com/5550296508/posts/10151651445686509"
